Branch,Percentage_10th,Percentage_12th,Career_Goal,Course Type,Skills,Category,Title
CS,85,95,ai engineer,Specialization,data science deep learning artificial intelligence ai machine learning watson computer jobs application programming interfaces api watson,Data Science,AI Foundations for Everyone Specialization
CS,85,95,data scientist,Specialization,big data neoj mongodb apache spark apache hadoop mapreduce cloudera data model data modeling data management splunk machine learning concepts,Data Science,Big Data Specialization
IT,85,85,cloud engineer,Specialization,google compute engine google app engine gae google cloud platform cloud computing,Information Technology,Networking in Google Cloud Specialization
CSAI,85,85,robotics engineer,Professional Certificate,tableursvisualisation des données datavizsqlnettoyage des donnéesanalyse de donneesprise de décisionrésolution de problèmesquestionnementcollecte de donnéeséthique des donnéesmétadonnéesdétermination de la taille déchantillonfeuille de calculintégrité des donnéesanalyse des donnéesagrégation des donnéescalculs de donnéespresentationlogiciel tableauprogrammation rr markdownrstudioportfolio pour la recherche demploiétude de cas,Data Science,Google Data Analytics Professional Certificate
MCA,65,50,data analyst,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,Applied Data Science with R Specialization
IT,85,75,data analyst,Course,data sciencestatistical analysisr programmingdata analysisdata visualization dataviz,Data Science,Data Analysis with R
IT,75,85,web developer,Specialization,cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,Computer Science,Django for Everybody Specialization
ECE,75,75,iot developer,Course,monte carlo methodmicrosoft excellinear programming lpsolver,Business,Introduction to Spreadsheets and Models
CSIT,85,95,devops engineer,Course,ab testinguser experience uxuser experience design uxduser interface,Computer Science,Design Principles: an Introduction
IT,85,85,web developer,Specialization,web development cascading style sheets css html javascript responsive web design web design web accessibility html style sheets document object model dom bootstrap frontend framework,Computer Science,Web Design for Everybody: Basics of Web Development & Coding Specialization
CS,85,95,cybersecurity analyst,Course,nursinghealthcaredebriefinginacsl standardsclinical simulation,Health,Essentials in Clinical Simulations Across the Health Professions
IT,75,85,software engineer,Specialization,programming principles python programming java programming data structure computer programming python tools python syntax and semantics data science python libraries data analysis data visualization dataviz java tools,Computer Science,Introduction to Programming with Python and Java Specialization
CS,85,85,ai engineer,Specialization,data science deep learning artificial intelligence ai machine learning watson computer jobs application programming interfaces api watson,Data Science,AI Foundations for Everyone Specialization
CSIT,85,75,web developer,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,Meta React Native Specialization
CS,85,85,data scientist,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,Data Science Specialization
ECE,85,85,vlsi engineer,Course,basic python data structuresfundamental programming conceptsbasic python syntaxpython programmingobjectoriented programming oop,Information Technology,Crash Course on Python
ECE,85,85,signal processing engineer,Specialization,experiment neuroscience r programming image processing statistics statistical analysis statistical model preprocessor brain neurology,Data Science,Neuroscience and Neuroimaging Specialization
MCA,85,85,database administrator,Course,data sciencedata analysismanagementdata management,Business,Executive Data Science Capstone
CSIT,85,95,devops engineer,Specialization,data validation microsoft excel microsoft excel macro pivot table graphs spreadsheet chart concatenation consolization pivot chart lookup table microsoft excel vba,Business,Excel Skills for Business Specialization
ECE,85,95,signal processing engineer,Specialization,natural language processing with bert ml pipelines and ml operations mlops ab testing and model deployment data labeling at scale automated machine learning automl statistical data bias detection multiclass classification with fasttext and blazingtext data ingestion exploratory data analysis ml pipelines and mlops model training and deployment with bert model debugging and evaluation,Data Science,Practical Data Science on the AWS Cloud Specialization
CSIT,85,85,web developer,Course,marketingtrade marketingretailingmarketing mixretail management,Business,Gestión del canal de distribución y retailing    
CSIT,85,85,web developer,Course,video postproductionvideo editingvideo productionediting,Personal Development,Bring Your Story to Life – Video Post-Production
MCA,50,50,data analyst,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,Introduction to Artificial Intelligence (AI)
ECE,85,95,signal processing engineer,Specialization,scala programming parallel computing apache spark functional programming recursion immutable data types higherorder function laziness type class referential transparency reactive programming data structure,Computer Science,Functional Programming in Scala Specialization
MCA,75,65,software developer,Specialization,data science github python programming jupyter notebooks rstudio data analysis pandas numpy probability and statistics regression analysis data visualization dataviz statistical hypothesis testing,Data Science,Data Science Fundamentals with Python and SQL Specialization
