Branch,Percentage_10th,Percentage_12th,Course Type,Skills,Category,Skills_Count,Academic_Score
MCA,85,65,Course,python programmingnumpypandasdata cleansing,Data Science,3,73.0
CSIT,85,85,Specialization,web development cascading style sheets css html javascript responsive web design web design web accessibility html style sheets document object model dom bootstrap frontend framework,Computer Science,25,85.0
ECE,85,95,Course,distribution strategiescustom training loopsbasic tensor functionalitygradienttape for optimization,Data Science,8,91.0
CSIT,85,85,Course,data sciencemachine learningdatabricks,Data Science,3,85.0
CS,85,95,Specialization,data science python programming data analysis pandas numpy jupyter notebooks predictive modelling data visualization dataviz model selection dashboards and charts dash matplotlib,Data Science,22,91.0
MCA,50,50,Professional Certificate,data scienceregression modelspredictive modellingexploratory data analysis edastatistical analysismachine learningpython programmingdata analysisjupyter notebooktableau softwaredata visualization datavizkaggle,Data Science,15,50.0
CS,85,95,Course,data sciencedata analysissqlitesql,Data Science,3,91.0
MCA,65,50,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,6,56.0
CSIT,85,85,Course,video game developmentunitygame designtechnologygame making,Computer Science,5,85.0
CSIT,85,85,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,26,85.0
CSIT,85,85,Course,communicationreflective practiceinterviewingreceiving feedback,Health,3,85.0
CSIT,85,85,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,10,85.0
MCA,65,50,Course,data analysisinteractive visualizationtableau softwaredata visualization dataviz,Data Science,6,56.0
ECE,75,75,Course,business analyticsr programmingrstudio,Business,3,75.0
MCA,85,65,Course,presenting data insightstableau softwaredata visualization datavizeffective communicationdashboarding and reporting,Data Science,9,73.0
CSIT,85,85,Course,financial accountingcapital budgetingcorporate financefinance,Business,4,85.0
IT,85,75,Course,data sciencespreadsheetmicrosoft exceldata analysisdata visualization dataviz,Data Science,6,79.0
ECE,85,75,Course,java toolsunit testingjava programmingobjectoriented programming oopjava syntax,Computer Science,7,79.0
CSIT,85,85,Specialization,data clustering algorithms text mining data visualization dataviz data mining data visualization software tableau software data virtualization information retrieval ir document retrieval machine learning recommender systems probabilistic models,Data Science,28,85.0
CSIT,85,75,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,79.0
CS,85,75,Course,machine learning conceptsknimemachine learningapache spark,Data Science,5,79.0
CS,85,95,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,91.0
IT,85,85,Specialization,aws identity and access management networking on aws aws management console cloud computing aws security aws information privacy cloud management security cloud applications aws lambda amazon lex,Information Technology,27,85.0
CSIT,85,85,Specialization,internality qualitative research quantitative research market research proposal writing research methods product research marketing intelligence sample collection sample size determination sample preparation focus group,Business,24,85.0
IT,75,75,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,13,75.0
CSIT,85,75,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,13,79.0
IT,75,85,Course,web designhtmljavascriptcascading style sheets css,Computer Science,5,81.0
ECE,85,85,Course,lazinesstype classfunctional programmingreferential transparencyreactive programming,Computer Science,5,85.0
CSIT,85,85,Course,web designhtmljavascriptcascading style sheets css,Computer Science,5,85.0
CSIT,85,85,Course,database dbmspython programmingweb scrapingmysqlsql,Data Science,4,85.0
CSIT,85,85,Course,python toolspython syntax and semanticsprogramming principlespython programmingcomputer programming,Computer Science,8,85.0
CSIT,85,95,Course,helpdeskcomputer troubleshootingtechnical supportsoftwarehardware,Information Technology,3,91.0
CS,85,85,Specialization,big data neoj mongodb apache spark apache hadoop mapreduce cloudera data model data modeling data management splunk machine learning concepts,Data Science,20,85.0
CSIT,85,95,Course,video game developmentunitygame designtechnologygame making,Computer Science,5,91.0
MCA,85,65,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,73.0
CS,85,75,Project,cloud platformscloud storagegoogle cloud platform,Information Technology,5,79.0
ECE,85,85,Specialization,appsheet google sheets nocode application development appsheet automation navigate the appsheet ui and editor to build an app learn the process to deploy and publish an app understand the capabilities of the appsheet nocode app development platform work with app data sources using google sheets create and customize the user experience of an app using appsheet views and branding app behaviors and automation application and data access control app authoring and collaboration,Information Technology,72,85.0
ECE,85,85,Course,financial accountingaccountingfinancial statementbalance sheet,Business,4,85.0
MCA,85,85,Specialization,apache hadoop mongodb big data apache spark nosql databases nosql cloud database cloudant cassandra sparksql sparkml,Information Technology,16,85.0
ECE,85,75,Specialization,matlab data analysis objectoriented programming oop image processing computer programming problem solving programming language,Computer Science,14,79.0
ECE,85,95,Specialization,planning schedule earned value management evmt project management procurement project charter project planning risk management plan project risk management,Business,19,91.0
ECE,85,85,Specialization,json database dbms natural language processing sql,Computer Science,7,85.0
ECE,85,85,Specialization,computer science computer programming c objectoriented programming oop iteration variables conditionals vectors files strings functions recursion,Computer Science,16,85.0
CSIT,75,75,Course,data sciencedata analysissqlitesql,Data Science,3,75.0
MCA,75,65,Course,testdriven developmentcicdbehaviordriven developmentdevops,Computer Science,3,69.0
MCA,65,50,Specialization,insert and modify oracle sql databases delete from oracle sql databases create oracle sql databases,Information Technology,15,56.0
CS,85,85,Course,python programmingtableau softwaredata visualization datavizeffective communicationexploratory data analysis,Data Science,8,85.0
CS,85,85,Specialization,data science relational database management system rdbms cloud databases python programming sql deep learning machine learning big data data mining github jupyter notebooks rstudio,Data Science,24,85.0
